Date,Close,Open,High,Low,Change %,SMA_14,SMA_50,RSI_14,MACD,MACD_Signal,ATR_14,Target_Next_Close,Target_Trend
04/30/2010,1179.25,1168.7,1182.05,1161.88,1.04,1154.5221428571429,1129.0102,62.933080208827725,12.260719324513502,10.240523444399932,15.989999999999993,1182.4,1
05/03/2010,1182.4,1179.0,1187.91,1176.3,0.27,1156.7542857142857,1130.3842,64.51463074779377,13.262783854358759,10.844975526391696,15.951428571428567,1171.65,0
05/04/2010,1171.65,1181.75,1192.4,1167.16,-0.91,1157.9507142857142,1131.7762,57.30484081988661,13.0391844534754,11.283817311808438,16.91142857142857,1175.2,1
05/05/2010,1175.2,1171.75,1177.31,1158.2,0.3,1159.1114285714286,1133.3522,57.11782742006132,12.998595926248072,11.626773034696365,17.458571428571418,1208.75,1
05/06/2010,1208.75,1176.1,1211.35,1173.35,2.85,1164.2042857142858,1135.4052000000001,78.24881141045955,15.495016927124198,12.400421813181932,18.044285714285706,1208.3,0
05/07/2010,1208.3,1207.25,1213.85,1193.15,-0.04,1169.3971428571429,1137.2412000000002,79.1266025641026,17.238423501290526,13.36802215080365,18.501428571428555,1202.4,0
05/10/2010,1202.4,1202.35,1206.0,1184.35,-0.49,1173.8185714285714,1138.9422,74.60254372019087,17.937235791577223,14.281864878958366,19.294285714285706,1232.55,1
05/11/2010,1232.55,1200.7,1234.15,1200.7,2.51,1179.9792857142857,1140.9002,78.7212787212788,20.685453559846337,15.562582615135963,20.77999999999999,1237.35,1
05/12/2010,1237.35,1231.0,1249.15,1227.4,0.39,1186.8292857142858,1142.8572,81.94536975349769,22.98578994740933,17.047224081590635,21.09428571428571,1232.33,0
05/13/2010,1232.33,1235.2,1243.35,1227.95,-0.41,1192.1814285714286,1144.8638,76.92031328590933,24.12564563627052,18.462908392526614,20.583571428571418,1233.05,1
05/14/2010,1233.05,1232.45,1249.45,1219.55,0.06,1197.7649999999999,1146.8838,78.45235495377449,24.801194729978988,19.730565660017092,22.063571428571418,1223.75,0
05/17/2010,1223.75,1231.5,1243.1,1219.45,-0.75,1201.395,1148.9108,69.75587000466493,24.30595604579071,20.645643737171817,21.868571428571403,1221.7,0
05/18/2010,1221.7,1222.3,1229.85,1207.35,-0.17,1205.412857142857,1150.9428,72.83058689828727,23.47742481406749,21.211999952550954,22.473571428571404,1191.75,0
05/19/2010,1191.75,1223.9,1228.1,1187.62,-2.45,1207.1735714285714,1152.6138,58.135850551191545,20.17156786825467,21.003913535691698,24.707857142857115,1183.1,0
05/20/2010,1183.1,1192.65,1198.8,1175.35,-0.73,1207.4485714285713,1154.0868,51.300763565105726,16.66160510024497,20.135451848602354,24.942142857142844,1177.15,0
05/21/2010,1177.15,1182.3,1189.35,1168.5,-0.5,1207.0735714285713,1155.5808,48.25916837986603,13.247114554365226,18.75778438975493,25.60214285714283,1192.05,1
05/24/2010,1192.05,1176.93,1197.0,1176.48,1.27,1208.5307142857143,1157.2398,56.58319349425582,11.60958361893995,17.328144235591935,25.26499999999997,1201.1,1
05/25/2010,1201.1,1191.4,1204.95,1185.9,0.76,1210.3807142857142,1158.7478,58.07155322862128,10.916252161054672,16.045765820684483,25.26071428571426,1210.9,1
05/26/2010,1210.9,1202.55,1217.21,1201.1,0.82,1210.5342857142857,1160.4648000000002,50.78645109371573,11.030408401616796,15.042694336870946,23.69714285714284,1212.1,1
05/27/2010,1212.1,1212.15,1219.35,1206.6,0.1,1210.8057142857142,1162.1878,51.38242142025611,11.08987088750905,14.252129646998569,23.12928571428571,1214.81,1
05/28/2010,1214.81,1211.45,1216.15,1203.01,0.22,1211.6921428571427,1164.333,54.62197392923646,11.226260346398703,13.646955786878596,22.357142857142858,1216.21,1
05/31/2010,1216.21,1212.05,1218.3,1210.2,0.12,1210.5249999999999,1166.6112,42.25592417061614,11.316864505399053,13.180937530582687,20.54642857142856,1225.3,1
06/01/2010,1225.3,1216.1,1231.2,1215.05,0.75,1209.6642857142856,1169.0642,44.51225066035159,11.984011758115457,12.941552376089241,20.14642857142857,1223.85,0
06/02/2010,1223.85,1225.6,1227.95,1214.65,-0.12,1209.0585714285714,1171.7912,46.00828469214836,12.254466024396152,12.804135105750625,19.996428571428574,1208.05,0
06/03/2010,1208.05,1223.2,1224.95,1201.15,-1.29,1207.2728571428572,1174.1252,39.69497114591919,11.066309497699876,12.456569984140476,19.56071428571428,1220.0,1
06/04/2010,1220.0,1206.58,1220.7,1197.65,0.99,1207.0049999999999,1176.3932,48.48729326341267,10.96258219618312,12.157772426549005,19.517857142857142,1240.05,1
06/07/2010,1240.05,1219.15,1245.35,1211.15,1.64,1208.3157142857142,1179.0102,56.463543501232806,12.355814855152403,12.197380912269686,20.353571428571417,1235.63,0
06/08/2010,1235.63,1240.65,1252.2,1233.85,-0.36,1211.45,1181.6508,68.8455591822712,12.953979304713584,12.348700590758465,18.772857142857138,1232.35,0
06/09/2010,1232.35,1235.1,1242.5,1223.75,-0.27,1214.9678571428572,1184.0218,72.17469608284561,13.013350548048265,12.481630582216425,18.43714285714285,1217.8,0
06/10/2010,1217.8,1231.25,1234.25,1215.15,-1.18,1217.8714285714286,1185.8478,66.9870455495194,11.750882427606257,12.335480951294391,18.31214285714285,1227.4,1
06/11/2010,1227.4,1216.75,1231.7,1216.75,0.79,1220.3964285714285,1187.9858,65.45693047660694,11.39366800358357,12.147118361752229,17.91428571428571,1222.15,0
06/14/2010,1222.15,1226.45,1235.0,1217.05,-0.43,1221.8999999999999,1189.8147999999999,59.52057892356407,10.565153363638956,11.830725362129575,17.83571428571429,1234.45,1
06/15/2010,1234.45,1221.3,1237.35,1220.3,1.01,1223.582142857143,1191.8198,60.415745245466596,10.776828180051098,11.61994592571388,17.902857142857133,1231.6,0
06/16/2010,1231.6,1233.95,1238.65,1227.8,-0.23,1224.9750000000001,1193.4918,58.50043591979073,10.592506988578407,11.414458138286786,17.767142857142858,1245.35,1
06/17/2010,1245.35,1230.5,1251.65,1229.9,1.12,1227.1564285714285,1195.3758,62.14410688722758,11.424249565189939,11.416416423667417,18.38214285714285,1257.35,1
06/18/2010,1257.35,1245.3,1262.9,1242.0,0.96,1230.0949999999998,1197.3048,65.08728179551116,12.902973811080074,11.713727901149948,19.296428571428578,1232.15,0
06/21/2010,1232.15,1259.1,1265.4,1230.95,-2.0,1230.5842857142857,1198.9078,52.24663824204662,11.904219601323803,11.75182624118472,20.60357142857143,1239.5,1
06/22/2010,1239.5,1231.65,1243.1,1231.65,0.6,1231.7021428571427,1200.6748,54.94158509630569,11.572384028422675,11.71593779863231,20.471428571428564,1237.2,0
06/23/2010,1237.2,1238.75,1247.1,1225.3,-0.19,1233.7842857142857,1202.3208,60.06213324128412,10.997044089216388,11.572159056749127,20.328571428571422,1244.55,1
06/24/2010,1244.55,1235.0,1248.35,1228.25,0.59,1235.537857142857,1204.0328,58.75222816399287,11.00728152614306,11.459183550627914,20.117857142857133,1255.5,1
06/25/2010,1255.5,1243.45,1258.65,1241.35,0.88,1236.6414285714286,1206.3938,55.89020205871142,11.763367477853535,11.520020336073038,18.910714285714302,1238.05,0
06/28/2010,1238.05,1253.75,1263.45,1236.42,-1.39,1236.814285714286,1208.4428,50.83922874185041,10.829664249388998,11.38194911873623,19.53071428571429,1240.95,1
06/29/2010,1240.95,1237.1,1245.3,1227.35,0.23,1237.4285714285713,1210.4518,52.99026425591103,10.20605443507202,11.146770182003388,19.473571428571436,1242.35,1
06/30/2010,1242.35,1239.4,1248.55,1235.45,0.11,1239.1821428571427,1212.3728,59.39533103712207,9.71284384624687,10.859984914852085,19.04500000000001,1199.65,0
07/01/2010,1199.65,1242.65,1244.5,1197.3,-3.44,1237.2,1213.5368,41.52671755725188,5.809469808321637,9.849881893545996,21.348571428571436,1211.6,1
07/02/2010,1211.6,1197.0,1223.35,1197.0,1.0,1236.4464285714287,1214.6208,46.90525080668811,3.638342344895136,8.607573983815824,21.948571428571427,1208.95,0
07/05/2010,1208.95,1211.1,1215.35,1206.55,-0.22,1234.625,1215.7022,42.07089552238803,1.6844579522403365,7.222950777500726,21.35928571428571,1194.25,0
07/06/2010,1194.25,1209.4,1215.25,1191.3,-1.22,1231.957142857143,1216.1286,39.18331885317113,-1.0382088277858657,5.570718856443408,22.29499999999999,1202.35,1
07/07/2010,1202.35,1191.95,1204.25,1185.55,0.68,1228.8857142857141,1216.8665999999998,37.12574850299394,-2.5133670306233853,3.9539016790300496,22.077142857142853,1198.45,0
07/08/2010,1198.45,1203.0,1209.7,1189.35,-0.32,1224.6785714285713,1217.4936,31.466331025802305,-3.9515865111302446,2.3728040409979907,22.037857142857142,1212.0,1
07/09/2010,1212.0,1197.35,1213.85,1194.7,1.13,1223.2392857142856,1218.1486,43.157894736842024,-3.9524526396055535,1.107752704877282,20.944999999999986,1196.85,0
07/12/2010,1196.85,1212.15,1214.0,1196.85,-1.25,1220.1928571428573,1218.4376,36.2463721380199,-5.1166360435152,-0.13712504480121446,21.352142857142862,1211.65,1
07/13/2010,1211.65,1195.3,1218.6,1195.3,1.24,1218.3678571428572,1219.2376,42.37541032527602,-4.789809524714883,-1.0676619407839483,21.45928571428572,1208.5,0
07/14/2010,1208.5,1211.75,1218.85,1203.16,-0.26,1215.792857142857,1219.9036,38.96541169268441,-4.730446189190616,-1.8002187904652818,21.14428571428571,1208.55,1
07/15/2010,1208.55,1209.05,1217.95,1204.55,0.0,1212.4392857142855,1219.8996,34.601508691374164,-4.626039630712057,-2.365382958514637,20.86571428571428,1193.65,0
07/16/2010,1193.65,1208.9,1211.0,1186.35,-1.23,1209.267857142857,1219.6065999999998,35.190126751167426,-5.68012520876232,-3.0283314085641733,20.695714285714285,1183.7,0
07/19/2010,1183.7,1193.2,1195.1,1177.65,-0.83,1205.1785714285713,1219.2326,31.76170755017513,-7.234977154998205,-3.8696605578509797,20.659999999999986,1192.3,1
07/20/2010,1192.3,1184.65,1194.3,1175.85,0.73,1201.6035714285715,1218.4276,34.75479744136456,-7.684676233615846,-4.632663693003954,21.042142857142853,1186.0,0
07/21/2010,1186.0,1191.4,1198.05,1183.35,-0.53,1200.6285714285714,1217.4006,44.65753424657528,-8.451994016195613,-5.396529757642286,18.72071428571428,1194.95,1
07/22/2010,1194.95,1184.9,1200.6,1181.05,0.75,1199.439285714286,1216.653,43.32665330661327,-8.242889782989323,-5.965801762711694,18.234999999999996,1189.1,0
07/23/2010,1189.1,1195.05,1203.95,1183.81,-0.49,1198.0214285714285,1215.774,42.2430636967565,-8.451792280813606,-6.462999866332077,19.04500000000001,1182.5,0
07/26/2010,1182.5,1189.25,1195.3,1179.65,-0.56,1197.1821428571427,1214.9489999999998,45.09803921568627,-9.045641334313359,-6.979528159928334,18.452142857142853,1162.3,0
07/27/2010,1162.3,1181.9,1187.75,1158.15,-1.71,1194.3214285714287,1213.761,34.82379689276243,-11.019219466436198,-7.787466421229907,19.23071428571427,1163.55,1
07/28/2010,1163.55,1162.5,1166.35,1157.4,0.11,1191.8285714285714,1213.197,36.50425367362721,-12.340179889422188,-8.698009114868363,18.416428571428533,1166.93,1
07/29/2010,1166.93,1163.5,1169.8,1159.65,0.29,1188.6092857142855,1212.8736,31.08369008646025,-12.964861931483256,-9.551379678191342,17.77357142857139,1180.9,1
07/30/2010,1180.9,1167.35,1183.95,1166.0,1.2,1187.47,1212.9486,43.23866044934304,-12.192121515075314,-10.079528045568138,17.830714285714244,1181.85,1
08/02/2010,1181.85,1181.45,1191.4,1175.5,0.08,1185.3414285714284,1212.7446,35.686839577329394,-11.371973080395946,-10.3380170525337,17.302142857142826,1185.7,1
08/03/2010,1185.7,1181.65,1191.35,1179.75,0.33,1183.712857142857,1212.4366,39.122137404580165,-10.292689001027384,-10.328951442232437,17.009999999999973,1195.75,1
08/04/2010,1195.75,1185.7,1203.35,1184.4,0.85,1182.7985714285714,1212.1336,44.425087108013955,-8.528091058490418,-9.968779365484034,17.406428571428528,1195.1,0
08/05/2010,1195.1,1195.35,1200.55,1190.65,-0.05,1182.902142857143,1211.7936,50.721034311287816,-7.1002369319046466,-9.395070878768156,16.352857142857083,1205.3,1
08/06/2010,1205.3,1194.7,1213.61,1193.1,0.85,1184.445,1211.6034,60.71428571428565,-5.086958206723239,-8.533448344359172,16.571428571428523,1201.4,0
08/09/2010,1201.4,1204.85,1210.55,1199.9,-0.32,1185.095,1211.3072,54.73465140478674,-3.7627431575729133,-7.579307307001921,16.014285714285652,1203.85,1
08/10/2010,1203.85,1201.1,1208.05,1191.5,0.2,1186.3700000000001,1210.8781999999999,59.674796747967434,-2.4869308751037806,-6.560832020622293,16.146428571428505,1197.75,0
08/11/2010,1197.75,1204.25,1209.75,1194.15,-0.51,1186.57,1210.3562,51.56599552572705,-1.9456314415440374,-5.637791904806642,15.864285714285643,1213.2,1
08/12/2010,1213.2,1198.4,1217.25,1197.85,1.29,1188.2914285714287,1210.4592,62.17171717171727,-0.2668853731818217,-4.563610598481678,15.81857142857135,1215.55,1
08/13/2010,1215.55,1214.05,1219.35,1212.55,0.19,1190.652142857143,1210.3701999999998,67.4406332453826,1.23887733420338,-3.4031130119446664,15.186428571428499,1224.85,1
08/16/2010,1224.85,1214.55,1229.15,1214.55,0.77,1195.1200000000001,1210.0662,87.29874776386416,3.1463680327622114,-2.093216803003291,14.114999999999943,1224.9,1
08/17/2010,1224.9,1224.9,1230.45,1224.1,0.0,1199.5021428571429,1209.8516,87.11433756805822,4.608973360319624,-0.7527787703387081,13.929285714285681,1229.55,1
08/18/2010,1229.55,1225.3,1233.35,1218.4,0.38,1203.9750000000001,1209.7956,87.309342230696,6.073305473245682,0.61243807837817,14.272142857142821,1232.1,1
08/19/2010,1232.1,1230.6,1239.15,1229.3,0.21,1207.6321428571428,1210.0816,85.3103448275863,7.354781567723194,1.9609067762471748,13.6935714285714,1228.05,0
08/20/2010,1228.05,1230.7,1233.05,1222.25,-0.33,1210.9321428571427,1210.0946000000001,80.55555555555571,7.951894957211607,3.1591044124400613,13.329285714285675,1225.4,0
08/23/2010,1225.4,1229.1,1233.85,1223.65,-0.22,1213.767857142857,1210.1596,76.68010752688197,8.117702940916843,4.150824118135418,13.229285714285668,1229.75,1
08/24/2010,1229.75,1225.7,1236.0,1210.6,0.35,1216.1964285714287,1210.0656,74.74526928675424,8.50210859264098,5.021081013036531,13.689999999999973,1240.1,1
08/25/2010,1240.1,1229.65,1242.35,1229.65,0.84,1219.4107142857142,1210.2356,78.69897959183704,9.532032011027468,5.9232712126347185,13.88999999999997,1236.05,0
08/26/2010,1236.05,1240.55,1246.0,1235.85,-0.33,1221.607142857143,1210.0495999999998,71.28027681660927,9.907247999665742,6.720066570040924,13.149999999999977,1238.2,1
08/27/2010,1238.2,1236.94,1244.25,1233.75,0.17,1224.2357142857143,1209.6666,76.09929078014207,10.259827500739902,7.42801875618072,13.139285714285702,1236.8,0
08/30/2010,1236.8,1237.0,1238.8,1233.8,-0.11,1226.5892857142858,1209.7595999999999,73.72210223182162,10.307462978780904,8.003907600700757,12.314285714285704,1247.65,1
08/31/2010,1247.65,1236.95,1251.9,1233.75,0.88,1230.1535714285715,1209.9225999999999,83.62533692722387,11.092847322217267,8.621695545004059,12.496428571428575,1244.35,0
09/01/2010,1244.35,1248.0,1255.15,1242.75,-0.26,1232.3785714285714,1210.0656,75.1007252215954,11.318514858274511,9.161059407658149,11.989285714285725,1251.25,1
09/02/2010,1251.25,1244.3,1253.8,1243.5,0.55,1234.9285714285713,1210.1996,76.80180180180179,11.91676133400847,9.712199792928214,12.239285714285725,1247.1,0
09/03/2010,1247.1,1252.4,1255.1,1237.0,-0.33,1236.517857142857,1210.0315999999998,68.10414971521554,11.918615281275834,10.153482890597738,12.489285714285709,1250.05,1
09/06/2010,1250.05,1248.6,1251.45,1247.05,0.24,1238.3142857142855,1210.2716,69.5415695415694,12.019570763821093,10.52670046524241,12.34999999999999,1255.4,1
09/07/2010,1255.4,1248.55,1260.3,1244.5,0.43,1240.1607142857142,1210.5606,69.86933128362796,12.388472400985393,10.899054852391007,12.410714285714286,1255.2,0
09/08/2010,1255.2,1254.55,1262.75,1253.5,-0.02,1241.810714285714,1210.8175999999999,68.4210526315789,12.520364311572848,11.223316744227375,12.367857142857133,1244.1,0
09/09/2010,1244.1,1253.45,1259.3,1242.7,-0.88,1242.957142857143,1211.7066,61.505376344085875,11.595546129707827,11.297762621323466,12.782142857142844,1246.45,1
09/10/2010,1246.45,1244.3,1251.65,1237.05,0.19,1244.4607142857144,1212.4036,65.1547876169904,10.926294891725547,11.223469075403882,13.09642857142858,1245.45,0
09/13/2010,1245.45,1245.9,1249.7,1241.45,-0.08,1245.5821428571428,1213.1336000000001,61.8759455370649,10.197664492830881,11.018308158889283,11.871428571428575,1268.85,1
09/14/2010,1268.85,1245.0,1275.25,1244.5,1.88,1247.6357142857144,1214.6256,68.16171825647481,11.377254186086248,11.090097364328676,13.160714285714302,1268.05,0
09/15/2010,1268.05,1268.1,1272.35,1263.45,-0.06,1249.9214285714284,1215.9396000000002,71.08036890645559,12.10796116301185,11.293670124065311,13.071428571428571,1275.55,1
09/16/2010,1275.55,1268.1,1278.7,1265.65,0.59,1252.5892857142858,1217.4816,72.98461538461507,13.14076051914435,11.66308820308112,13.253571428571425,1274.9,0
09/17/2010,1274.9,1276.0,1284.25,1273.1,-0.05,1255.310714285714,1218.7395999999999,73.6645962732918,13.74832969538329,12.080136501541554,13.692857142857147,1278.35,1
09/20/2010,1278.35,1277.4,1285.2,1275.5,0.27,1257.5035714285714,1220.3696,70.99863201094368,14.342882985082042,12.532685798249654,13.132142857142851,1286.95,1
09/21/2010,1286.95,1279.15,1292.7,1271.85,0.67,1260.5464285714284,1221.8756,77.16836734693875,15.331289317637129,13.09240650212715,13.735714285714282,1291.35,1
09/22/2010,1291.35,1286.6,1296.6,1285.8,0.34,1263.4107142857142,1223.5326,76.41633728590242,16.281963346645625,13.730317871030845,13.771428571428569,1292.55,1
09/23/2010,1292.55,1292.4,1297.35,1288.25,0.09,1266.6571428571428,1225.2126,81.15147361206307,16.936970482232027,14.371648393271082,13.128571428571425,1296.95,1
09/24/2010,1296.95,1292.9,1300.95,1292.3,0.34,1270.007142857143,1227.2786,81.5188172043011,17.60813595333525,15.018945905283918,13.432142857142853,1295.0,0
09/27/2010,1295.0,1298.5,1301.0,1293.5,-0.15,1272.8357142857144,1229.5046,77.8873239436619,17.777759773107846,15.570708678848703,12.839285714285714,1309.1,1
09/28/2010,1309.1,1295.3,1311.1,1283.6,1.09,1276.685714285714,1231.8406,81.74322732626617,18.832846700016717,16.223136283082304,14.142857142857142,1309.9,1
09/29/2010,1309.9,1309.0,1314.2,1306.15,0.06,1281.3857142857144,1234.3186,94.10187667560339,19.508680084916477,16.88024504344914,13.53214285714286,1309.5,0
09/30/2010,1309.5,1310.35,1316.8,1296.9,-0.03,1285.8892857142857,1236.6096,93.39298004129392,19.78394920317237,17.460985875393785,13.910714285714269,1318.8,1
10/01/2010,1318.8,1310.55,1322.3,1307.1,0.71,1291.1285714285714,1239.2036,95.3057442865967,20.516038122567352,18.0719963248285,14.407142857142844,1315.25,0
10/04/2010,1315.25,1318.4,1321.0,1313.25,-0.27,1294.4428571428573,1241.8586,87.9705400981998,20.572620174827534,18.572121094828308,12.764285714285702,1340.75,1
10/05/2010,1340.75,1314.0,1342.2,1312.25,1.94,1299.6357142857144,1245.4276,92.36596736596742,22.416693062782542,19.341035488419156,14.267857142857142,1349.4,1
10/06/2010,1349.4,1341.0,1350.8,1339.65,0.65,1304.9107142857142,1249.1446,92.46693502012657,24.296047113883787,20.33203781351208,14.132142857142851,1333.7,0
10/07/2010,1333.7,1349.65,1365.6,1326.55,-1.16,1309.1107142857143,1252.48,78.82352941176461,24.23917581928913,21.11346541466749,16.124999999999982,1346.8,1
10/08/2010,1346.8,1332.9,1350.2,1325.35,0.98,1314.0,1255.798,80.65382892969093,24.96340285834708,21.883452903403413,17.16428571428571,1353.95,1
10/11/2010,1353.95,1346.4,1356.15,1340.85,0.53,1318.7857142857142,1259.24,80.39927404718685,25.816704352100487,22.67010319314283,16.767857142857142,1350.6,0
10/12/2010,1350.6,1354.5,1356.3,1341.45,-0.25,1323.017857142857,1262.538,77.14154832798887,25.923801484219666,23.320842851358197,17.057142857142853,1372.1,1
10/13/2010,1372.1,1350.65,1375.15,1349.4,1.59,1328.7,1266.065,80.7261490923135,27.427381271672402,24.142150535421038,18.246428571428574,1381.3,1
10/14/2010,1381.3,1372.7,1388.1,1371.25,0.67,1334.725,1269.789,81.41527001862184,29.026740008033812,25.119068429943596,18.83214285714285,1369.15,0
10/15/2010,1369.15,1380.85,1386.25,1363.2,-0.88,1340.0214285714285,1273.066,75.66632052613359,28.97977901791205,25.89121054753729,19.94285714285713,1369.8,1
10/18/2010,1369.8,1371.0,1375.3,1353.05,0.05,1344.357142857143,1276.434,73.16793893129768,28.664584179293342,26.4458852738885,19.56785714285713,1335.45,0
10/19/2010,1335.45,1369.4,1372.05,1329.3,-2.51,1346.1821428571427,1279.066,57.76359769067152,25.350803788018993,26.2268689767146,22.04642857142856,1346.35,1
10/20/2010,1346.35,1334.8,1348.2,1330.8,0.82,1348.8142857142855,1282.038,60.52556412453584,23.335154720347646,25.64852612544121,21.86785714285715,1325.5,0
10/21/2010,1325.5,1346.1,1350.05,1318.74,-1.55,1349.292857142857,1284.2839999999999,51.795284030010734,19.826766935473188,24.48417428744761,23.018571428571427,1328.2,1
